crawl_time,docket_type,docket_page_link,Protestor,Solicitation Number,Agency,File number,Status,Filed Date,Due Date,Case Type,GAO Attorney,Outcome,Decision Date,Decision link,Decision Highlight
2021-10-07 11:58:04,closed,https://www.gao.gov/docket/b-419019.2,Elemental Innovation d/b/a Halo Maritime Defense System,N00024-20-R-6303,Department of the Navy : Naval Sea Systems Command,B-419019.2,,"Sep 8, 2020","Dec 17, 2020",Bid Protest,Stephanie B. Magnell,Dismissed,"Nov 16, 2020",,
2021-10-07 11:58:08,closed,https://www.gao.gov/docket/b-419001.1,"Golden Key Group, LLC",36C10X20R0028,Department of Veterans Affairs,B-419001.1,,"Aug 10, 2020","Nov 18, 2020",Bid Protest,Jacob Talcott,Denied,"Nov 16, 2020",https://www.gao.gov/products/b-419001,"Golden Key Group (GKG), of Reston, Virginia, protests the issuance of a task order to CALIBRE Systems, Inc., of Alexandria, Virginia, under request for proposals (RFP) No. 36C10X20R0028, issued by the Department of Veterans Affairs (VA), for support services to aid in the VA's transition assistance program (TAP). The protester contends that the agency's evaluation of its proposal was arbitrary and capricious.

        We deny the protest."
2021-10-07 11:58:09,closed,https://www.gao.gov/docket/b-419305.1,"Digital Forensic Services, LLC",70FA3020Q00000101,Department of Homeland Security : Federal Emergency Management Agency,B-419305.1,,"Oct 9, 2020","Jan 19, 2021",Bid Protest,Charmaine Stevenson,Dismissed,"Nov 16, 2020",,
2021-10-07 11:58:13,closed,https://www.gao.gov/docket/b-419030.3,"Red One Medical Devices, LLC",36C79119R0004,Department of Veterans Affairs,B-419030.3,,"Sep 25, 2020","Jan 4, 2021",Bid Protest,Mary G. Curcio,Denied,"Nov 16, 2020","https://www.gao.gov/products/b-419030,b-419030.3","Red One Medical Devices, LLP, a service-disabled veteran-owned small business (SDVOSB) of Savannah, Georgia, protests the award of a contract to LMH Hawthorne Healthcare, Inc. d/b/a/ Pisces Healthcare (Pisces) under request for proposals (RFP) No. 36C79119R0004, issued by the Department of Veterans Affairs (VA) for orthotic soft goods and prosthetic supplies. Red One complains that the agency unreasonably evaluated its proposal as unacceptable.


        We deny the protest."
2021-10-07 11:58:14,closed,https://www.gao.gov/docket/b-418926.2,"IT Concepts, Inc.",140R8120R0005,Department of the Interior : Bureau of Reclamation,B-418926.2,,"Oct 7, 2020","Jan 15, 2021",Bid Protest,John Sorrenti,Dismissed,"Nov 13, 2020",,
2021-10-07 11:58:16,closed,https://www.gao.gov/docket/b-419390.2,DynCorp International LLC,N61340-19-R-0029,Department of the Navy : Naval Air Systems Command,B-419390.2,,"Nov 2, 2020","Feb 10, 2021",Bid Protest,Stephanie B. Magnell,Dismissed,"Nov 13, 2020",,
2021-10-07 11:58:18,closed,https://www.gao.gov/docket/b-417596.9,International Business Machines Corporation,UNAWRD-19-R-UNIF,Department of the Army : U.S. Army Materiel Command,B-417596.9,,"Nov 2, 2020","Feb 10, 2021",Bid Protest,Evan D. Wesser,Dismissed,"Nov 13, 2020",,
2021-10-07 11:58:22,closed,https://www.gao.gov/docket/b-418986.3,"Cognosante MVH, LLC",T4NG-0526,Department of Veterans Affairs,B-418986.3,,"Sep 24, 2020","Jan 4, 2021",Bid Protest,Michael Willems,Denied,"Nov 13, 2020","https://www.gao.gov/products/b-418986,b-418986.2,b-418986.3","Cognosante MVH, LLC, of Falls Church, Virginia, protests the Department of Veterans Affairs's (VA) issuance of a task order to SRA International, of Fairfax, Virginia, pursuant to solicitation number T4NG-0526 under the VA's Transformation Twenty-One Total Technology Next Generation (T4NG) multiple award indefinite-delivery, indefinite-quantity (IDIQ) contract for software development and information technology services. The protester alleges that the agency erred in the evaluation of proposals, engaged in disparate treatment, and erred in the conduct of its best-value tradeoff decision.


        We deny the protest."
2021-10-07 11:58:26,closed,https://www.gao.gov/docket/b-416377.10,"Perspecta Enterprise Solutions, LLC",DJJP-17-RFP-1022,Department of Justice : Justice Management Division,B-416377.10,,"Aug 6, 2020","Nov 16, 2020",Bid Protest,Alexander O. Levine,Sustained,"Nov 13, 2020","https://www.gao.gov/products/b-416377.9,b-416377.10,b-416377.11,b-416377.12,b-416377.13,b-416377.14","Qbase, LLC, a small business located in Herndon, Virginia, Perspecta Enterprise Solutions, LLC, located in Herndon, Virginia, and Northrop Grumman Systems Corporation, located in Herndon, Virginia, protest the award of seven indefinite-delivery, indefinite-quantity (IDIQ) contracts under request for proposals (RFP) No. DJJP-17-RFP-1022, issued by the Department of Justice (DOJ) for information technology support services. The protesters argue that the agency unequally and unreasonably evaluated proposals after our Office sustained a prior protest of this procurement, unequally and improperly conducted discussions, and failed to properly consider price in its best-value tradeoff determination.


        We sustain the protest."
2021-10-07 11:58:29,closed,https://www.gao.gov/docket/b-418986.2,"Cognosante MVH, LLC",T4NG-0526,Department of Veterans Affairs,B-418986.2,,"Sep 11, 2020","Dec 21, 2020",Bid Protest,Michael Willems,Denied,"Nov 13, 2020","https://www.gao.gov/products/b-418986,b-418986.2,b-418986.3","Cognosante MVH, LLC, of Falls Church, Virginia, protests the Department of Veterans Affairs's (VA) issuance of a task order to SRA International, of Fairfax, Virginia, pursuant to solicitation number T4NG-0526 under the VA's Transformation Twenty-One Total Technology Next Generation (T4NG) multiple award indefinite-delivery, indefinite-quantity (IDIQ) contract for software development and information technology services. The protester alleges that the agency erred in the evaluation of proposals, engaged in disparate treatment, and erred in the conduct of its best-value tradeoff decision.


        We deny the protest."
2021-10-07 11:58:33,closed,https://www.gao.gov/docket/b-419178.1,"Practical Solutions, Inc.",1451133,Department of Commerce,B-419178.1,,"Sep 23, 2020","Jan 4, 2021",Bid Protest,Paula A. Williams,Dismissed,"Nov 13, 2020",,
2021-10-07 11:58:38,closed,https://www.gao.gov/docket/b-418986.1,"Cognosante MVH, LLC",T4NG-0526,Department of Veterans Affairs,B-418986.1,,"Aug 7, 2020","Nov 16, 2020",Bid Protest,Michael Willems,Denied,"Nov 13, 2020","https://www.gao.gov/products/b-418986,b-418986.2,b-418986.3","Cognosante MVH, LLC, of Falls Church, Virginia, protests the Department of Veterans Affairs's (VA) issuance of a task order to SRA International, of Fairfax, Virginia, pursuant to solicitation number T4NG-0526 under the VA's Transformation Twenty-One Total Technology Next Generation (T4NG) multiple award indefinite-delivery, indefinite-quantity (IDIQ) contract for software development and information technology services. The protester alleges that the agency erred in the evaluation of proposals, engaged in disparate treatment, and erred in the conduct of its best-value tradeoff decision.


        We deny the protest."
2021-10-07 11:58:41,closed,https://www.gao.gov/docket/b-416377.12,"Qbase, LLC",DJJP-17-RFP-1022,Department of Justice : Justice Management Division,B-416377.12,,"Sep 18, 2020","Dec 28, 2020",Bid Protest,Alexander O. Levine,Sustained,"Nov 13, 2020","https://www.gao.gov/products/b-416377.9,b-416377.10,b-416377.11,b-416377.12,b-416377.13,b-416377.14","Qbase, LLC, a small business located in Herndon, Virginia, Perspecta Enterprise Solutions, LLC, located in Herndon, Virginia, and Northrop Grumman Systems Corporation, located in Herndon, Virginia, protest the award of seven indefinite-delivery, indefinite-quantity (IDIQ) contracts under request for proposals (RFP) No. DJJP-17-RFP-1022, issued by the Department of Justice (DOJ) for information technology support services. The protesters argue that the agency unequally and unreasonably evaluated proposals after our Office sustained a prior protest of this procurement, unequally and improperly conducted discussions, and failed to properly consider price in its best-value tradeoff determination.


        We sustain the protest."
2021-10-07 11:58:43,closed,https://www.gao.gov/docket/b-417596.8,International Business Machines Corporation,UNAWRD-19-R-UNIF,Department of the Army : U.S. Army Materiel Command,B-417596.8,,"Sep 23, 2020","Jan 4, 2021",Bid Protest,Evan D. Wesser,Dismissed,"Nov 13, 2020",,
2021-10-07 11:58:46,closed,https://www.gao.gov/docket/b-416377.13,"Perspecta Enterprise Solutions, LLC",DJJP-17-RFP-1022,Department of Justice : Justice Management Division,B-416377.13,,"Sep 18, 2020","Dec 28, 2020",Bid Protest,Alexander O. Levine,Sustained,"Nov 13, 2020","https://www.gao.gov/products/b-416377.9,b-416377.10,b-416377.11,b-416377.12,b-416377.13,b-416377.14","Qbase, LLC, a small business located in Herndon, Virginia, Perspecta Enterprise Solutions, LLC, located in Herndon, Virginia, and Northrop Grumman Systems Corporation, located in Herndon, Virginia, protest the award of seven indefinite-delivery, indefinite-quantity (IDIQ) contracts under request for proposals (RFP) No. DJJP-17-RFP-1022, issued by the Department of Justice (DOJ) for information technology support services. The protesters argue that the agency unequally and unreasonably evaluated proposals after our Office sustained a prior protest of this procurement, unequally and improperly conducted discussions, and failed to properly consider price in its best-value tradeoff determination.


        We sustain the protest."
2021-10-07 11:58:49,closed,https://www.gao.gov/docket/b-416377.14,Northrop Grumman Systems Corporation,DJJP-17-RFP-1022,Department of Justice : Justice Management Division,B-416377.14,,"Sep 21, 2020","Dec 30, 2020",Bid Protest,Alexander O. Levine,Sustained,"Nov 13, 2020","https://www.gao.gov/products/b-416377.9,b-416377.10,b-416377.11,b-416377.12,b-416377.13,b-416377.14","Qbase, LLC, a small business located in Herndon, Virginia, Perspecta Enterprise Solutions, LLC, located in Herndon, Virginia, and Northrop Grumman Systems Corporation, located in Herndon, Virginia, protest the award of seven indefinite-delivery, indefinite-quantity (IDIQ) contracts under request for proposals (RFP) No. DJJP-17-RFP-1022, issued by the Department of Justice (DOJ) for information technology support services. The protesters argue that the agency unequally and unreasonably evaluated proposals after our Office sustained a prior protest of this procurement, unequally and improperly conducted discussions, and failed to properly consider price in its best-value tradeoff determination.


        We sustain the protest."
2021-10-07 11:58:52,closed,https://www.gao.gov/docket/b-416377.11,Northrop Grumman Systems Corporation,DJJP-17-RFP-1022,Department of Justice : Justice Management Division,B-416377.11,,"Aug 10, 2020","Nov 18, 2020",Bid Protest,Alexander O. Levine,Sustained,"Nov 13, 2020","https://www.gao.gov/products/b-416377.9,b-416377.10,b-416377.11,b-416377.12,b-416377.13,b-416377.14","Qbase, LLC, a small business located in Herndon, Virginia, Perspecta Enterprise Solutions, LLC, located in Herndon, Virginia, and Northrop Grumman Systems Corporation, located in Herndon, Virginia, protest the award of seven indefinite-delivery, indefinite-quantity (IDIQ) contracts under request for proposals (RFP) No. DJJP-17-RFP-1022, issued by the Department of Justice (DOJ) for information technology support services. The protesters argue that the agency unequally and unreasonably evaluated proposals after our Office sustained a prior protest of this procurement, unequally and improperly conducted discussions, and failed to properly consider price in its best-value tradeoff determination.


        We sustain the protest."
2021-10-07 11:58:55,closed,https://www.gao.gov/docket/b-416377.9,"Qbase, LLC",DJJP-17-RFP-1022,Department of Justice : Justice Management Division,B-416377.9,,"Aug 5, 2020","Nov 13, 2020",Bid Protest,Alexander O. Levine,Sustained,"Nov 13, 2020","https://www.gao.gov/products/b-416377.9,b-416377.10,b-416377.11,b-416377.12,b-416377.13,b-416377.14","Qbase, LLC, a small business located in Herndon, Virginia, Perspecta Enterprise Solutions, LLC, located in Herndon, Virginia, and Northrop Grumman Systems Corporation, located in Herndon, Virginia, protest the award of seven indefinite-delivery, indefinite-quantity (IDIQ) contracts under request for proposals (RFP) No. DJJP-17-RFP-1022, issued by the Department of Justice (DOJ) for information technology support services. The protesters argue that the agency unequally and unreasonably evaluated proposals after our Office sustained a prior protest of this procurement, unequally and improperly conducted discussions, and failed to properly consider price in its best-value tradeoff determination.


        We sustain the protest."
2021-10-07 11:58:57,closed,https://www.gao.gov/docket/b-419390.1,DynCorp International LLC,N61340-19-R-0029,Department of the Navy : Naval Air Systems Command,B-419390.1,,"Oct 27, 2020","Feb 4, 2021",Bid Protest,Stephanie B. Magnell,Dismissed,"Nov 13, 2020",,
2021-10-07 11:58:59,closed,https://www.gao.gov/docket/b-419290.1,"The LDM Group, LLC",FTC-0618-20-CA-0019,Independent Agencies and Govt Corporations : Federal Trade Commission,B-419290.1,,"Oct 9, 2020","Jan 19, 2021",Bid Protest,Todd C. Culliton,Dismissed,"Nov 13, 2020",,
2021-10-07 11:59:00,closed,https://www.gao.gov/docket/b-419208.1,"McKinsey & Company, Inc- Washington, DC",N00024-20-R-4303,Department of the Navy : Naval Sea Systems Command,B-419208.1,,"Sep 28, 2020","Jan 6, 2021",Bid Protest,Mary G. Curcio,Withdrawn,"Nov 12, 2020",,
2021-10-07 11:59:02,closed,https://www.gao.gov/docket/b-419324.1,"Integrated Systems Solutions, Inc.",1333BJ20Q00280033,Department of Commerce : Patent and Trademark Office,B-419324.1,,"Oct 13, 2020","Jan 21, 2021",Bid Protest,Stephanie B. Magnell,Dismissed,"Nov 12, 2020",,
2021-10-07 11:59:04,closed,https://www.gao.gov/docket/b-419324.2,"Integrated Systems Solutions, Inc.",1333BJ20Q00280033,Department of Commerce : Patent and Trademark Office,B-419324.2,,"Oct 30, 2020","Feb 8, 2021",Bid Protest,Stephanie B. Magnell,Dismissed,"Nov 12, 2020",,
2021-10-07 11:59:05,closed,https://www.gao.gov/docket/b-418696.5,"Total Control Training, Inc.",N00244-19-R-0037,Department of the Navy : Naval Supply Systems Command,B-418696.5,,"Oct 5, 2020","Jan 13, 2021",Bid Protest,Christopher Alwood,Dismissed,"Nov 12, 2020",,
2021-10-07 11:59:07,closed,https://www.gao.gov/docket/b-419050.2,DCS Corporation,FA8622-20-R-8242,Department of the Air Force,B-419050.2,,"Oct 5, 2020","Jan 13, 2021",Bid Protest,Michael P. Grogan,Dismissed,"Nov 12, 2020",,
2021-10-07 11:59:09,closed,https://www.gao.gov/docket/b-419137.1,"Cyber Solutions & Services, Inc.",ID02200010,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419137.1,,"Sep 14, 2020","Dec 23, 2020",Bid Protest,Kasia Dourney,Dismissed,"Nov 12, 2020",,
2021-10-07 11:59:10,closed,https://www.gao.gov/docket/b-419007.1,"Newimar, SA",N62470-19-R-2001,Department of the Navy : Naval Facilities Engineering Command,B-419007.1,,"Aug 12, 2020","Nov 20, 2020",Bid Protest,Sarah T. Zaffina,Dismissed,"Nov 12, 2020",,
2021-10-07 11:59:11,closed,https://www.gao.gov/docket/b-419050.1,DCS Corporation,FA8622-20-R-8242,Department of the Air Force,B-419050.1,,"Aug 25, 2020","Dec 3, 2020",Bid Protest,Michael P. Grogan,Dismissed,"Nov 12, 2020",,
2021-10-07 11:59:13,closed,https://www.gao.gov/docket/b-419137.2,"Cyber Solutions & Services, Inc.",ID02200010,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419137.2,,"Oct 26, 2020","Feb 3, 2021",Bid Protest,Kasia Dourney,Dismissed,"Nov 12, 2020",,
2021-10-07 11:59:15,closed,https://www.gao.gov/docket/b-419365.1,"U S Hotel Sourcing, LLC",W81K0420R0031,Department of the Army,B-419365.1,,"Oct 19, 2020","Jan 27, 2021",Bid Protest,Scott H. Riback,Dismissed,"Nov 12, 2020",,
2021-10-07 11:59:19,closed,https://www.gao.gov/docket/b-419271.1,"Qwest Government Services, Inc. d/b/a CenturyLink QGS",70RTAC20R00000026,Department of Homeland Security,B-419271.1,,"Oct 6, 2020","Jan 14, 2021",Bid Protest,Louis A. Chiarella,Dismissed,"Nov 10, 2020",,
2021-10-07 11:59:21,closed,https://www.gao.gov/docket/b-419024.2,"Immersive Concepts, LLC",GS00Q-13-DR-0002-8a,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419024.2,,"Aug 21, 2020","Nov 30, 2020",Bid Protest,John Sorrenti,Dismissed,"Nov 10, 2020",,
2021-10-07 11:59:25,closed,https://www.gao.gov/docket/b-418980.2,"Janus Global Operations, LLC",,Department of the Army : U.S. Army Materiel Command,B-418980.2,,"Sep 14, 2020","Dec 23, 2020",Bid Protest,Glenn G. Wolcott,Denied,"Nov 10, 2020","https://www.gao.gov/products/b-418980,b-418980.2,b-418980.3","Janus Global Operations, LLC, of Lenoir City, Tennessee, protests the Department of the Army's award of a task order to Triple Canopy, Inc., of Herndon, Virginia, pursuant to a task order request for proposals (TORP) issued under indefinite-delivery indefinite-quantity (IDIQ) contracts for security support services that were previously awarded by the Army. Janus primarily complains that the agency's best-value tradeoff determination was improper; additionally, Janus protests the agency's evaluation under the technical, price, and past performance evaluation factors.


        We deny the protest."
2021-10-07 11:59:26,closed,https://www.gao.gov/docket/b-419186.1,"Phoenix Environmental Design, Inc.",140L2520Q0045,Department of the Interior : Bureau of Land Management,B-419186.1,,"Sep 24, 2020","Jan 4, 2021",Bid Protest,Paula A. Williams,Dismissed,"Nov 10, 2020",,
2021-10-07 11:59:28,closed,https://www.gao.gov/docket/b-419024.3,"A. Prentice Ray & Associates, LLC",GS00Q-13-DR-0002-8a,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419024.3,,"Aug 24, 2020","Dec 2, 2020",Bid Protest,John Sorrenti,Dismissed,"Nov 10, 2020",,
2021-10-07 11:59:31,closed,https://www.gao.gov/docket/b-418980.1,"Janus Global Operations, LLC",,Department of the Army : U.S. Army Materiel Command,B-418980.1,,"Aug 5, 2020","Nov 13, 2020",Bid Protest,Glenn G. Wolcott,Denied,"Nov 10, 2020","https://www.gao.gov/products/b-418980,b-418980.2,b-418980.3","Janus Global Operations, LLC, of Lenoir City, Tennessee, protests the Department of the Army's award of a task order to Triple Canopy, Inc., of Herndon, Virginia, pursuant to a task order request for proposals (TORP) issued under indefinite-delivery indefinite-quantity (IDIQ) contracts for security support services that were previously awarded by the Army. Janus primarily complains that the agency's best-value tradeoff determination was improper; additionally, Janus protests the agency's evaluation under the technical, price, and past performance evaluation factors.


        We deny the protest."
2021-10-07 11:59:35,closed,https://www.gao.gov/docket/b-418980.3,"Janus Global Operations, LLC",,Department of the Army : U.S. Army Materiel Command,B-418980.3,,"Sep 29, 2020","Jan 7, 2021",Bid Protest,Glenn G. Wolcott,Denied,"Nov 10, 2020","https://www.gao.gov/products/b-418980,b-418980.2,b-418980.3","Janus Global Operations, LLC, of Lenoir City, Tennessee, protests the Department of the Army's award of a task order to Triple Canopy, Inc., of Herndon, Virginia, pursuant to a task order request for proposals (TORP) issued under indefinite-delivery indefinite-quantity (IDIQ) contracts for security support services that were previously awarded by the Army. Janus primarily complains that the agency's best-value tradeoff determination was improper; additionally, Janus protests the agency's evaluation under the technical, price, and past performance evaluation factors.


        We deny the protest."
2021-10-07 11:59:36,closed,https://www.gao.gov/docket/b-419012.4,"Inter-Con Security Systems, Inc.",19AQMM20R0081,Department of State,B-419012.4,,"Oct 20, 2020","Jan 28, 2021",Bid Protest,Heather Self,Dismissed,"Nov 10, 2020",,
2021-10-07 11:59:38,closed,https://www.gao.gov/docket/b-419363.2,Airtronics Inc.,SPE4A620T63Z3,Department of Defense : Defense Logistics Agency,B-419363.2,,"Nov 5, 2020","Feb 16, 2021",Bid Protest: Entitlement,Christine Milne,Dismissed,"Nov 10, 2020",,
2021-10-07 11:59:40,closed,https://www.gao.gov/docket/b-419245.2,GaN Corporation,70RWMD20Q00000004,Department of Homeland Security,B-419245.2,,"Oct 5, 2020","Jan 13, 2021",Bid Protest,Michael P. Grogan,Withdrawn,"Nov 10, 2020",,
2021-10-07 11:59:42,closed,https://www.gao.gov/docket/b-419271.2,"Verizon Business Network Services, Inc",70RTAC20R00000026,Department of Homeland Security,B-419271.2,,"Oct 6, 2020","Jan 14, 2021",Bid Protest,Louis A. Chiarella,Dismissed,"Nov 9, 2020",,
2021-10-07 11:59:43,closed,https://www.gao.gov/docket/b-418998.1,"Summit Technologies, Inc.",W91249-20-R-0002,Department of the Army,B-418998.1,,"Aug 10, 2020","Nov 18, 2020",Bid Protest,Charmaine Stevenson,Dismissed,"Nov 9, 2020",,
2021-10-07 11:59:44,closed,https://www.gao.gov/docket/b-418998.2,"Summit Technologies, Inc.",W91249-20-R-0002,Department of the Army,B-418998.2,,"Sep 4, 2020","Dec 14, 2020",Bid Protest,Charmaine Stevenson,Dismissed,"Nov 9, 2020",,
2021-10-07 11:59:48,closed,https://www.gao.gov/docket/b-418966.1,Analytica LLC,12314420Q0034,Department of Agriculture,B-418966.1,,"Jul 30, 2020","Nov 9, 2020",Bid Protest,Paul N. Wengert,Denied,"Nov 9, 2020",https://www.gao.gov/products/b-418966,"Analytica LLC, of Washington, D.C., a small business, protests the issuance of a federal supply schedule (FSS) blanket purchase agreement (BPA) to RIVA Solutions, Inc., of McLean, Virginia, under request for quotations (RFQ) No. 12314420Q0034, issued by the Department of Agriculture for commercial Drupal content management software services. Analytica argues that Agriculture misevaluated quotations and made an unreasonable source selection decision.


        We deny the protest."
2021-10-07 11:59:49,closed,https://www.gao.gov/docket/b-419134.1,"LL1Way, LLC",,Department of Defense : Defense Logistics Agency,B-419134.1,,"Sep 14, 2020","Dec 23, 2020",Bid Protest,Raymond Richards,Dismissed,"Nov 9, 2020",,
2021-10-07 11:59:51,closed,https://www.gao.gov/docket/b-419202.1,"Consolidated Safety Services, Inc.",68HERC19R0096,Independent Agencies and Govt Corporations : Environmental Protection Agency,B-419202.1,,"Sep 28, 2020","Jan 6, 2021",Bid Protest,Mary G. Curcio,Withdrawn,"Nov 9, 2020",,
2021-10-07 11:59:53,closed,https://www.gao.gov/docket/b-419271.3,"Verizon Business Network Services, Inc",70RTAC20R00000026,Department of Homeland Security,B-419271.3,,"Oct 13, 2020","Jan 21, 2021",Bid Protest,Louis A. Chiarella,Dismissed,"Nov 9, 2020",,
2021-10-07 11:59:54,closed,https://www.gao.gov/docket/b-419325.1,Noble Supply & Logistics,FA468620Q0002,Department of the Air Force,B-419325.1,,"Oct 13, 2020","Jan 21, 2021",Bid Protest,April Y. Shields,Dismissed,"Nov 9, 2020",,
2021-10-07 12:00:00,closed,https://www.gao.gov/docket/b-419313.1,The MayaTech Corporation,75P00120R00117,Department of Health and Human Services,B-419313.1,,"Oct 13, 2020","Jan 21, 2021",Bid Protest,Young H. Cho,Dismissed,"Nov 9, 2020",https://www.gao.gov/products/b-419313,"The MayaTech Corporation, of Silver Spring, Maryland, protests the issuance of a task order to the National Opinion Research Center (NORC), of Chicago, Illinois, under request for task order proposals (RFTOP) No. 75P00120R00117, issued by the Department of Health and Human Services (HHS), for technical assistance and logistics support services. MayaTech argues that the agency failed to provide it with a fair opportunity to compete and improperly increased the scope of the underlying indefinite-delivery, indefinite-quantity (IDIQ) contract.


        We dismiss the protest for lack of jurisdiction."
2021-10-07 12:00:01,closed,https://www.gao.gov/docket/b-419294.1,"LFP Laboratories, LLC",75F40120R00020,Department of Health and Human Services : Food and Drug Administration,B-419294.1,,"Oct 9, 2020","Jan 19, 2021",Bid Protest,Louis A. Chiarella,Dismissed,"Nov 6, 2020",,
2021-10-07 12:00:03,closed,https://www.gao.gov/docket/b-418538.2,"IAP World Services, Inc.",N69450-20-R-0010,Department of the Navy : Naval Facilities Engineering Command,B-418538.2,,"Oct 13, 2020","Jan 21, 2021",Bid Protest,Scott H. Riback,Dismissed,"Nov 6, 2020",,
2021-10-07 12:00:05,closed,https://www.gao.gov/docket/b-419062.2,"Naval Systems, Inc.",N66001-20-R-3505,Department of the Navy : Naval Information Warfare Center,B-419062.2,,"Sep 24, 2020","Jan 4, 2021",Bid Protest,Lois Hanshaw,Withdrawn,"Nov 6, 2020",,
2021-10-07 12:00:06,closed,https://www.gao.gov/docket/b-416851.10,"Mitchco International, Inc.",W9124J-18-R-0024,Department of the Army,B-416851.10,,"Sep 28, 2020","Jan 6, 2021",Bid Protest: Reconsideration,Young H. Cho,Withdrawn,"Nov 6, 2020",,
2021-10-07 12:00:08,closed,https://www.gao.gov/docket/b-419403.1,"Comprehensive Health Services, LLC",HQ003420R0211,Department of Defense : Washington Headquarters Services,B-419403.1,,"Nov 2, 2020","Feb 10, 2021",Bid Protest,Michael P. Grogan,Dismissed,"Nov 5, 2020",,
2021-10-07 12:00:10,closed,https://www.gao.gov/docket/b-419371.1,"CACI, Inc.-Federal",N00164-19-R-3503,Department of the Navy : Naval Sea Systems Command,B-419371.1,,"Oct 21, 2020","Jan 29, 2021",Bid Protest,Lois Hanshaw,Dismissed,"Nov 5, 2020",,
2021-10-07 12:00:13,closed,https://www.gao.gov/docket/b-418155.4,Cellco Partnership dba Verizon Wireless,DJF-19-2000-PR-0002965,Department of Justice : Federal Bureau of Investigation,B-418155.4,,"Jul 31, 2020","Nov 9, 2020",Bid Protest,Stephanie B. Magnell,Denied,"Nov 5, 2020","https://www.gao.gov/products/b-418155.4,b-418155.5","Cellco Partnership d/b/a Verizon Wireless, of Basking Ridge, New Jersey, protests the issuance of a blanket purchase agreement (BPA) to AT&T Mobility, LLC, of Hanover, Maryland, under request for quotations (RFQ) No. DJF-19-2000-PR-0002965, which was issued by the Department of Justice (DOJ), Federal Bureau of Investigation (FBI), for wireless voice and data telecommunication services. The protester asserts that the agency conducted flawed price and technical evaluations, and evaluated quotations unequally.


        We deny the protest."
2021-10-07 12:00:16,closed,https://www.gao.gov/docket/b-418155.5,Cellco Partnership dba Verizon Wireless,DJF-19-2000-PR-0002965,Department of Justice : Federal Bureau of Investigation,B-418155.5,,"Sep 14, 2020","Dec 23, 2020",Bid Protest,Stephanie B. Magnell,Denied,"Nov 5, 2020","https://www.gao.gov/products/b-418155.4,b-418155.5","Cellco Partnership d/b/a Verizon Wireless, of Basking Ridge, New Jersey, protests the issuance of a blanket purchase agreement (BPA) to AT&T Mobility, LLC, of Hanover, Maryland, under request for quotations (RFQ) No. DJF-19-2000-PR-0002965, which was issued by the Department of Justice (DOJ), Federal Bureau of Investigation (FBI), for wireless voice and data telecommunication services. The protester asserts that the agency conducted flawed price and technical evaluations, and evaluated quotations unequally.


        We deny the protest."
2021-10-07 12:00:18,closed,https://www.gao.gov/docket/b-419291.1,Security Engineered Machinery,RFQ1462049,Department of the Army,B-419291.1,,"Oct 9, 2020","Jan 19, 2021",Bid Protest,Paula A. Williams,Dismissed,"Nov 5, 2020",,
2021-10-07 12:00:19,closed,https://www.gao.gov/docket/b-419298.1,"LOUI Consulting Group, Inc.",HT0015-F-19-0034,Department of Defense : Defense Health Agency,B-419298.1,,"Oct 9, 2020","Jan 19, 2021",Bid Protest,Stephanie B. Magnell,Dismissed,"Nov 5, 2020",,
2021-10-07 12:00:21,closed,https://www.gao.gov/docket/b-419261.1,"Comprehensive Health Services, LLC",L5F06720R0000205,Department of Justice : Federal Bureau of Investigation,B-419261.1,,"Oct 5, 2020","Jan 13, 2021",Bid Protest,Stephanie B. Magnell,Dismissed,"Nov 5, 2020",,
2021-10-07 12:00:23,closed,https://www.gao.gov/docket/b-419371.2,"CACI, Inc.-Federal",N00164-19-R-3503,Department of the Navy : Naval Sea Systems Command,B-419371.2,,"Oct 26, 2020","Feb 3, 2021",Bid Protest,Lois Hanshaw,Dismissed,"Nov 5, 2020",,
2021-10-07 12:00:24,closed,https://www.gao.gov/docket/b-419340.1,Continental Flooring Company,fa461020Q0048,Department of the Air Force,B-419340.1,,"Oct 16, 2020","Jan 25, 2021",Bid Protest,Christine Milne,Dismissed,"Nov 4, 2020",,
2021-10-07 12:00:26,closed,https://www.gao.gov/docket/b-419363.1,Airtronics Inc.,SPE4A620T63Z3,Department of Defense : Defense Logistics Agency,B-419363.1,,"Oct 19, 2020","Jan 27, 2021",Bid Protest,Christine Milne,Dismissed,"Nov 4, 2020",,
2021-10-07 12:00:28,closed,https://www.gao.gov/docket/b-419243.1,BruckEdwards Inc.,47HAA020Q0165,Independent Agencies and Govt Corporations : General Services Administration,B-419243.1,,"Oct 2, 2020","Jan 11, 2021",Bid Protest,Paul N. Wengert,Dismissed,"Nov 4, 2020",,
2021-10-07 12:00:30,closed,https://www.gao.gov/docket/b-419264.1,"Mechanix Wear, LLC",W911QY-19-R-0026,Department of the Army : U.S. Army Materiel Command,B-419264.1,,"Oct 5, 2020","Jan 13, 2021",Bid Protest,Todd C. Culliton,Dismissed,"Nov 4, 2020",,
