docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary,Decision Highlight
https://www.gao.gov/docket/b-419205.1,BB Government Services Srl,FA568219RA0001,Department of the Air Force,B-419205.1,Dismissed,"Oct 23, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Kasia Dourney,,
https://www.gao.gov/docket/b-419246.1,"Economic Systems, Inc.",1597319565958,Department of Commerce : National Oceanic and Atmospheric Administration,B-419246.1,Dismissed,"Oct 23, 2020","Oct 2, 2020","Jan 11, 2021",Bid Protest,Stephanie B. Magnell,,
https://www.gao.gov/docket/b-418380.3,"Cotton & Company, LLP",80HQTR19Q0006,Independent Agencies and Govt Corporations : National Aeronautics and Space Administration,B-418380.3,Dismissed,"Oct 23, 2020","Oct 2, 2020","Jan 11, 2021",Bid Protest,Kasia Dourney,,
https://www.gao.gov/docket/b-419282.1,Infotrend Inc.,2043FY-20-R-00004,Department of the Treasury : Internal Revenue Service,B-419282.1,Dismissed,"Oct 23, 2020","Oct 7, 2020","Jan 15, 2021",Bid Protest,Charmaine Stevenson,,
https://www.gao.gov/docket/b-419168.2,"Dynamic Solutions, LLC",W912EP-20-R-0030,Department of the Army : Corps of Engineers,B-419168.2,Dismissed,"Oct 23, 2020","Oct 8, 2020","Jan 19, 2021",Bid Protest,Glenn G. Wolcott,,
https://www.gao.gov/docket/b-419156.1,R J Runge Company,W912QR-20-B-0020,Department of the Army : Corps of Engineers,B-419156.1,Dismissed,"Oct 23, 2020","Sep 18, 2020","Dec 28, 2020",Bid Protest,Paul N. Wengert,,
https://www.gao.gov/docket/b-418946.1,"Ortho-Clinical Diagnostics, Inc.",N62645-20-R-0004,Department of the Navy : Naval Supply Systems Command,B-418946.1,Denied,"Oct 23, 2020","Jul 21, 2020","Oct 29, 2020",Bid Protest,John Sorrenti,B-418946,"https://www.gao.gov/products/b-418946
Highlights


Ortho-Clinical Diagnostics, Inc. (Ortho), of Rochester, New York, protests the award of a contract to Beckman Coulter, Inc., of Brea, California, under request for quotations (RFQ) No. N6264520R0004, issued by the Department of the Navy, Naval Medical Logistics Command for two clinical chemistry/immunoassay laboratory analyzer systems and one laboratory automation system, to provide laboratory testing of patient specimens at the Naval hospital in Jacksonville, Florida. Ortho contends that the agency unreasonably evaluated its quotation and failed to conduct meaningful discussions.


        We deny the protest."
https://www.gao.gov/docket/b-419166.1,Feature Languages,FA3300-20-R-0013,Department of the Air Force,B-419166.1,Dismissed,"Oct 23, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Paul N. Wengert,,
https://www.gao.gov/docket/b-419168.1,"Dynamic Solutions, LLC",W912EP-20-R-0030,Department of the Army : Corps of Engineers,B-419168.1,Dismissed,"Oct 23, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Glenn G. Wolcott,,
https://www.gao.gov/docket/b-419099.1,"Transperfect Translations International, Inc.",15JPSS20R00000017,Department of Justice : Justice Management Division,B-419099.1,Withdrawn,"Oct 23, 2020","Sep 8, 2020","Dec 17, 2020",Bid Protest,Stephanie B. Magnell,,
https://www.gao.gov/docket/b-418967.1,"GSI Construction, Inc.",FA4417-20-R-0004,Department of the Air Force,B-418967.1,Denied,"Oct 23, 2020","Jul 31, 2020","Nov 9, 2020",Bid Protest,Raymond Richards,B-418967,"https://www.gao.gov/products/b-418967
Highlights


GSI Construction Corporation, Inc. (GSI), a service-disabled veteran-owned small business (SDVOSB) of Pace, Florida, protests the decision of the Department of the Air Force to exclude its proposal from award consideration under request for proposals (RFP) No. FA441720R0004 for construction services at Hurlburt Field, Florida. GSI argues that it submitted a timely proposal and the Air Force acted unreasonably by failing to consider it.


        We deny the protest."
https://www.gao.gov/docket/b-419175.1,"Ernst & Young, LLP",15JPSS20R00000005,Department of Justice : Justice Management Division,B-419175.1,Dismissed,"Oct 23, 2020","Sep 22, 2020","Dec 31, 2020",Bid Protest,Stephanie B. Magnell,,
https://www.gao.gov/docket/b-419367.1,The Maclean Group,unknown,Department of Veterans Affairs,B-419367.1,Dismissed,"Oct 22, 2020","Oct 20, 2020","Jan 28, 2021",Bid Protest,Scott H. Riback,,
https://www.gao.gov/docket/b-419231.2,"Open Technology Group, Inc.",2020-FDA-SOL-1224790,Department of Health and Human Services,B-419231.2,Dismissed,"Oct 22, 2020","Oct 13, 2020","Jan 21, 2021",Bid Protest,Scott H. Riback,,
https://www.gao.gov/docket/b-419226.1,AGE Logistics Corporation,N00421-20-Q-0594,Department of the Navy : Naval Air Systems Command,B-419226.1,Dismissed,"Oct 22, 2020","Sep 30, 2020","Jan 8, 2021",Bid Protest,Jacob Talcott,,
https://www.gao.gov/docket/b-419231.1,"Open Technology Group, Inc.",2020-FDA-SOL-1224790,Department of Health and Human Services,B-419231.1,Dismissed,"Oct 22, 2020","Oct 1, 2020","Jan 11, 2021",Bid Protest,Scott H. Riback,,
https://www.gao.gov/docket/b-419014.1,L5-MBM Joint Venture,W81K04-19-R-0030,Department of the Army,B-419014.1,Withdrawn,"Oct 22, 2020","Aug 17, 2020","Nov 25, 2020",Bid Protest,Raymond Richards,,
https://www.gao.gov/docket/b-418736.2,"CareFusion Solutions, LLC",1424443,Department of the Army : Corps of Engineers,B-418736.2,Dismissed,"Oct 22, 2020","Jul 17, 2020","Oct 26, 2020",Bid Protest,Sarah T. Zaffina,B-418736.2,"https://www.gao.gov/products/b-418736.2
Highlights


CareFusion Solutions, LLC (CareFusion), of San Diego, California, protests the issuance of a delivery order to Omnicell, Inc., of Mountain View, California, under request for quotations (RFQ) No. 1424443, issued by the Department of the Army, Corps of Engineers, to supply and install medical supply and pharmaceutical point of use (POU) cabinets and management system. CareFusion challenges the agency's issuance of the delivery order.


        We dismiss the protest."
https://www.gao.gov/docket/b-418981.1,"Erickson Helicopters, Inc.",HTC71120FR044,Department of the Air Force,B-418981.1,Denied,"Oct 22, 2020","Aug 5, 2020","Nov 13, 2020",Bid Protest,Evan D. Wesser,B-418981,"https://www.gao.gov/products/b-418981
Highlights


Erickson Helicopters, Inc., of Portland, Oregon, protests the issuance of a task order to Construction Helicopters, Inc. d/b/a as CHI Aviation, of Howell, Michigan, under request for task order proposals (RFTOP) No. HTC71120FR044, which was issued by the Department of Defense, U.S. Transportation Command (TRANSCOM), for rotary wing casualty evacuation (CASEVAC) and logistic movement support in Yemen. Erickson challenges the agency's evaluation of CHI Aviation's past performance.


        We deny the protest."
https://www.gao.gov/docket/b-418830.3,"Gemini Tech Services, Inc.",W9124D-20-R-0028,Department of the Army,B-418830.3,Dismissed,"Oct 21, 2020","Sep 25, 2020","Jan 4, 2021",Bid Protest,Jacob Talcott,,
https://www.gao.gov/docket/b-419194.1,"NOVAD Management Consulting, LLC",86614920R00007,Department of Housing and Urban Development,B-419194.1,Dismissed,"Oct 21, 2020","Sep 25, 2020","Jan 4, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-418019.4,"Veterans Medical Supply, Inc.",36C79119R0009,Department of Veterans Affairs,B-418019.4,Dismissed,"Oct 21, 2020","Oct 5, 2020","Jan 13, 2021",Bid Protest,Christopher Alwood,,
https://www.gao.gov/docket/b-419194.3,"Ideogenics, LLC",86614920R00007,Department of Housing and Urban Development,B-419194.3,Dismissed,"Oct 21, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-419194.2,"NOVAD Management Consulting, LLC",86614920R00007,Department of Housing and Urban Development,B-419194.2,Dismissed,"Oct 21, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-418019.5,"Medical Place, Inc.",36C79119R0009,Department of Veterans Affairs,B-418019.5,Dismissed,"Oct 21, 2020","Oct 5, 2020","Jan 13, 2021",Bid Protest,Christopher Alwood,,
https://www.gao.gov/docket/b-418266.5,"HomeSafe Alliance, LLC",HTC711-19-R-R004,Department of the Air Force,B-418266.5,Sustained,"Oct 21, 2020","Jul 13, 2020","Oct 21, 2020",Bid Protest,Kenneth Kilgour,"B-418266.5,B-418266.6,B-418266.8","https://www.gao.gov/products/b-418266.5,b-418266.6,b-418266.8
Highlights


HomeSafe Alliance, LLC, of Houston, Texas, protests the award of a contract to American Roll-on Roll-off Carrier Group, Inc. (ARC), of Parsippany, New Jersey, under request for proposals (RFP) No. HTC711-19-R-R004, issued by the Department of Defense, U.S. Transportation Command (USTRANSCOM), for complete, global household goods (HHG) relocation services for DOD service members and civilians and U.S. Coast Guard members. HomeSafe challenges the agency's determination that the awardee is a responsible contractor, asserts that the agency conducted misleading discussions, contends that the agency failed to adequately document oral presentations, argues that many aspects of the agency's technical and price evaluations were unreasonable, and asserts that the agency performed an improper best-value tradeoff analysis.


        We sustain the protest."
https://www.gao.gov/docket/b-418958.1,"INDUS Technology, Inc.",N63394-20-R-3002,Department of the Navy : Naval Sea Systems Command,B-418958.1,Dismissed,"Oct 21, 2020","Jul 27, 2020","Nov 4, 2020",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-418266.6,"HomeSafe Alliance, LLC",HTC711-19-R-R004,Department of the Air Force,B-418266.6,Sustained,"Oct 21, 2020","Aug 17, 2020","Nov 25, 2020",Bid Protest,Kenneth Kilgour,"B-418266.5,B-418266.6,B-418266.8","https://www.gao.gov/products/b-418266.5,b-418266.6,b-418266.8
Highlights


HomeSafe Alliance, LLC, of Houston, Texas, protests the award of a contract to American Roll-on Roll-off Carrier Group, Inc. (ARC), of Parsippany, New Jersey, under request for proposals (RFP) No. HTC711-19-R-R004, issued by the Department of Defense, U.S. Transportation Command (USTRANSCOM), for complete, global household goods (HHG) relocation services for DOD service members and civilians and U.S. Coast Guard members. HomeSafe challenges the agency's determination that the awardee is a responsible contractor, asserts that the agency conducted misleading discussions, contends that the agency failed to adequately document oral presentations, argues that many aspects of the agency's technical and price evaluations were unreasonable, and asserts that the agency performed an improper best-value tradeoff analysis.


        We sustain the protest."
https://www.gao.gov/docket/b-419182.1,"R2Sonic, LLC",W911WN-20-Q-0001,Department of the Army : Corps of Engineers,B-419182.1,Dismissed,"Oct 21, 2020","Sep 23, 2020","Jan 4, 2021",Bid Protest,Katherine I. Riback,,
https://www.gao.gov/docket/b-418266.8,"HomeSafe Alliance, LLC",HTC711-19-R-R004,Department of the Air Force,B-418266.8,Sustained,"Oct 21, 2020","Aug 24, 2020","Dec 2, 2020",Bid Protest,Kenneth Kilgour,"B-418266.5,B-418266.6,B-418266.8","https://www.gao.gov/products/b-418266.5,b-418266.6,b-418266.8
Highlights


HomeSafe Alliance, LLC, of Houston, Texas, protests the award of a contract to American Roll-on Roll-off Carrier Group, Inc. (ARC), of Parsippany, New Jersey, under request for proposals (RFP) No. HTC711-19-R-R004, issued by the Department of Defense, U.S. Transportation Command (USTRANSCOM), for complete, global household goods (HHG) relocation services for DOD service members and civilians and U.S. Coast Guard members. HomeSafe challenges the agency's determination that the awardee is a responsible contractor, asserts that the agency conducted misleading discussions, contends that the agency failed to adequately document oral presentations, argues that many aspects of the agency's technical and price evaluations were unreasonable, and asserts that the agency performed an improper best-value tradeoff analysis.


        We sustain the protest."
https://www.gao.gov/docket/b-418958.4,"INDUS Technology, Inc.",N63394-20-R-3002,Department of the Navy : Naval Sea Systems Command,B-418958.4,Dismissed,"Oct 21, 2020","Sep 8, 2020","Dec 17, 2020",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-418266.7,"Connected Global Solutions, LLC",HTC711-19-R-R004,Department of the Air Force,B-418266.7,Sustained,"Oct 21, 2020","Aug 24, 2020","Dec 2, 2020",Bid Protest,Kenneth Kilgour,"B-418266.4,B-418266.7","https://www.gao.gov/products/b-418266.4,b-418266.7
Highlights


Connected Global Solutions, LLC (CGSL), of Jacksonville, Florida, protests the award of a contract to American Roll-on Roll-off Carrier Group, Inc. (ARC), of Parsippany, New Jersey, under request for proposals (RFP) No. HTC711-19-R-R004, issued by the Department of Defense, U.S. Transportation Command (USTRANSCOM), for complete, global household goods (HHG) relocation services for DOD service members and civilians and U.S. Coast Guard members. CGSL challenges the agency's determination that the awardee is a responsible contractor, asserts that the agency conducted unequal discussions regarding technical capability proposals, and challenges the agency's evaluation of oral presentations. The protester further argues that many aspects of the agency's technical evaluations were unreasonable and asserts that the agency performed an improper best-value tradeoff analysis.


        We sustain the protest."
https://www.gao.gov/docket/b-419179.1,"Contego Environmental, LLC",36C24620R0056,Department of Veterans Affairs,B-419179.1,Dismissed,"Oct 21, 2020","Sep 23, 2020","Jan 4, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-418958.2,"INDUS Technology, Inc.",N63394-20-R-3002,Department of the Navy : Naval Sea Systems Command,B-418958.2,Dismissed,"Oct 21, 2020","Jul 31, 2020","Nov 9, 2020",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-418266.4,"Connected Global Solutions, LLC",HTC711-19-R-R004,Department of the Air Force,B-418266.4,Sustained,"Oct 21, 2020","Jul 13, 2020","Oct 21, 2020",Bid Protest,Kenneth Kilgour,"B-418266.4,B-418266.7","https://www.gao.gov/products/b-418266.4,b-418266.7
Highlights


Connected Global Solutions, LLC (CGSL), of Jacksonville, Florida, protests the award of a contract to American Roll-on Roll-off Carrier Group, Inc. (ARC), of Parsippany, New Jersey, under request for proposals (RFP) No. HTC711-19-R-R004, issued by the Department of Defense, U.S. Transportation Command (USTRANSCOM), for complete, global household goods (HHG) relocation services for DOD service members and civilians and U.S. Coast Guard members. CGSL challenges the agency's determination that the awardee is a responsible contractor, asserts that the agency conducted unequal discussions regarding technical capability proposals, and challenges the agency's evaluation of oral presentations. The protester further argues that many aspects of the agency's technical evaluations were unreasonable and asserts that the agency performed an improper best-value tradeoff analysis.


        We sustain the protest."
https://www.gao.gov/docket/b-418830.2,"Gemini Tech Services, Inc.",W9124D-20-R-0028,Department of the Army,B-418830.2,Dismissed,"Oct 21, 2020","Sep 18, 2020","Dec 28, 2020",Bid Protest,Jacob Talcott,,
https://www.gao.gov/docket/b-418928.1,"Strategic Resources, Inc.",Unknown,Department of the Army : U.S. Army Materiel Command,B-418928.1,Denied,"Oct 21, 2020","Jul 15, 2020","Oct 23, 2020",Bid Protest,John Sorrenti,B-418928,"https://www.gao.gov/products/b-418928
Highlights


Strategic Resources, Inc. (SRI), of McLean, Virginia, protests the issuance of a task order to Abacus Technology Corporation (Abacus), of Chevy Chase, Maryland, under a task order request for proposals (TOPR), issued by the Department of the Army, Army Materiel Command, for command, control, communication, and computer information technology (C4/IT) enterprise management services. SRI protests that the agency's evaluation was unreasonable and failed to assess a number of strengths to SRI's technical proposal, and that the agency conducted an unreasonable best-value determination.


        We deny the protest."
https://www.gao.gov/docket/b-418958.3,"INDUS Technology, Inc.",N63394-20-R-3002,Department of the Navy : Naval Sea Systems Command,B-418958.3,Dismissed,"Oct 21, 2020","Aug 31, 2020","Dec 9, 2020",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-419309.1,"eKuber Ventures, Inc.",1605DC-20-Q-00022,Department of Labor,B-419309.1,Withdrawn,"Oct 20, 2020","Oct 9, 2020","Jan 19, 2021",Bid Protest,Evan D. Wesser,,
https://www.gao.gov/docket/b-419310.1,"ICS Nett, Inc.",STOR-225,Department of Justice : Federal Bureau of Investigation,B-419310.1,Withdrawn,"Oct 20, 2020","Oct 9, 2020","Jan 19, 2021",Bid Protest,Lois Hanshaw,,
https://www.gao.gov/docket/b-418118.4,Benaka Inc.,W912PQ19R9000,Department of the Army,B-418118.4,Dismissed,"Oct 20, 2020","Sep 22, 2020","Dec 31, 2020",Bid Protest,Heather Self,,
https://www.gao.gov/docket/b-419136.1,"Booz Allen Hamilton, Inc.",RFQ8082,Department of the Treasury : Internal Revenue Service,B-419136.1,Dismissed,"Oct 20, 2020","Sep 14, 2020","Dec 23, 2020",Bid Protest,Christopher Alwood,,
https://www.gao.gov/docket/b-418427.8,"ITility, LLC",W900KK-19-R-0078,Department of the Army : U.S. Army Materiel Command,B-418427.8,Withdrawn,"Oct 20, 2020","Sep 9, 2020","Dec 18, 2020",Bid Protest,Lois Hanshaw,,
https://www.gao.gov/docket/b-418118.3,"S&E Services, Inc.",W912PQ19R9000,Department of the Army,B-418118.3,Dismissed,"Oct 20, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Heather Self,,
https://www.gao.gov/docket/b-419228.1,Heartland Consulting,HT001419R0021,Department of Defense : Defense Health Agency,B-419228.1,Dismissed,"Oct 19, 2020","Oct 1, 2020","Jan 11, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-419121.2,"BreakPoint Labs, LLC",ID04200051,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419121.2,Dismissed,"Oct 19, 2020","Oct 1, 2020","Jan 11, 2021",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-419121.3,"BreakPoint Labs, LLC",ID04200051,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419121.3,Dismissed,"Oct 19, 2020","Oct 5, 2020","Jan 13, 2021",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-419317.1,Security Logistics Intelligence Construction Engineering Company,36C25620Q0945,Department of Veterans Affairs,B-419317.1,Withdrawn,"Oct 19, 2020","Oct 13, 2020","Jan 21, 2021",Bid Protest,Peter H. Tran,,
https://www.gao.gov/docket/b-419228.2,"Muscogee Staffing Solutions, LLC",HT001419R0021,Department of Defense : Defense Health Agency,B-419228.2,Dismissed,"Oct 19, 2020","Oct 7, 2020","Jan 15, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-419320.1,"R A Glancy & Sons, Inc.",36C244-20-R-0006,Department of Veterans Affairs,B-419320.1,Withdrawn,"Oct 19, 2020","Oct 13, 2020","Jan 21, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-419319.1,"R A Glancy & Sons, Inc.",36C244-20-R-0005,Department of Veterans Affairs,B-419319.1,Withdrawn,"Oct 19, 2020","Oct 13, 2020","Jan 21, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-419263.1,"Quality Associates, Inc.",28321320Q00000177,Independent Agencies and Govt Corporations : Social Security Administration,B-419263.1,Withdrawn,"Oct 19, 2020","Oct 5, 2020","Jan 13, 2021",Bid Protest,Heather Weiner,,
https://www.gao.gov/docket/b-418934.1,"Red Heritage Medical, Inc.",IHS1407616,Department of Health and Human Services : Indian Health Service,B-418934.1,Dismissed,"Oct 19, 2020","Jul 16, 2020","Oct 26, 2020",Bid Protest,Stephanie B. Magnell,B-418934,"https://www.gao.gov/products/b-418934
Highlights


Red Heritage Medical, Inc., a small business of Knoxville, Tennessee, protests the terms of request for quotations (RFQ) No. IHS1407616, which was issued by the Department of Health and Human Services, Indian Health Service, for brand name or equal ankle fracture podiatry surgical instruments for the Northern Navajo Medical Center. The protester also challenges the agency's award to Arthrex, Inc., a small business of Naples, Florida, on the basis that the agency may have conducted unequal discussions.


        We dismiss the protest."
https://www.gao.gov/docket/b-419142.1,"Sterling Medical Associates, Inc.",36C24219R0002,Department of Veterans Affairs,B-419142.1,Withdrawn,"Oct 19, 2020","Sep 15, 2020","Dec 24, 2020",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-419121.1,"BreakPoint Labs, LLC",ID04200051,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419121.1,Dismissed,"Oct 19, 2020","Sep 11, 2020","Dec 21, 2020",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-418870.2,"Nelnet Diversified Solutions, LLC",91003119R0008,Department of Education,B-418870.2,Denied,"Oct 19, 2020","Jul 13, 2020","Oct 21, 2020",Bid Protest,Jonathan L. Kang,"B-418870.2,B-418870.3,B-418870.4","https://www.gao.gov/products/b-418870.2,b-418870.3,b-418870.4
Highlights


Nelnet Diversified Solutions, LLC, of Lincoln, Nebraska, challenges the award of contracts by the Department of Education (DOE) to Edfinancial Services LLC, of Knoxville, Tennessee, F.H. Cann & Associates LLC, of North Andover, Massachusetts, MAXIMUS Federal Services Inc., of Falls Church, Virginia, the Missouri Higher Education Loan Authority, of Chesterfield, Missouri, and the Texas Guaranteed Student Loan Corporation, of Round Rock, Texas, under request for proposals (RFP) No. 91003119-R-0008, which was issued for services in support of the Office of Federal Student Aid's (FSA's) Business Process Operations (BPO) requirement. The protester argues that the agency improperly found its proposal unacceptable under the small business participation factor, and that the agency should have amended the solicitation because it knew or should have known prior to the award that its requirements had changed.


        We deny the protest."
https://www.gao.gov/docket/b-418485.6,"Leidos, Inc.",FDA-RFQ-20-00002,Department of Health and Human Services : Food and Drug Administration,B-418485.6,Withdrawn,"Oct 19, 2020","Sep 3, 2020","Dec 14, 2020",Bid Protest,Michael P. Grogan,,
https://www.gao.gov/docket/b-418870.3,"Nelnet Diversified Solutions, LLC",91003119R0008,Department of Education,B-418870.3,Denied,"Oct 19, 2020","Jul 20, 2020","Oct 28, 2020",Bid Protest,Jonathan L. Kang,"B-418870.2,B-418870.3,B-418870.4","https://www.gao.gov/products/b-418870.2,b-418870.3,b-418870.4
Highlights


Nelnet Diversified Solutions, LLC, of Lincoln, Nebraska, challenges the award of contracts by the Department of Education (DOE) to Edfinancial Services LLC, of Knoxville, Tennessee, F.H. Cann & Associates LLC, of North Andover, Massachusetts, MAXIMUS Federal Services Inc., of Falls Church, Virginia, the Missouri Higher Education Loan Authority, of Chesterfield, Missouri, and the Texas Guaranteed Student Loan Corporation, of Round Rock, Texas, under request for proposals (RFP) No. 91003119-R-0008, which was issued for services in support of the Office of Federal Student Aid's (FSA's) Business Process Operations (BPO) requirement. The protester argues that the agency improperly found its proposal unacceptable under the small business participation factor, and that the agency should have amended the solicitation because it knew or should have known prior to the award that its requirements had changed.


        We deny the protest."
https://www.gao.gov/docket/b-418947.1,"Sugar Pine Enterprises, Inc.",129J61207000,Department of Agriculture : Forest Service,B-418947.1,Dismissed,"Oct 19, 2020","Jul 22, 2020","Oct 30, 2020",Bid Protest,Christopher Alwood,,
https://www.gao.gov/docket/b-417913.2,The MIL Corporation,N68335-18-R-0092,Department of the Navy : Naval Air Systems Command,B-417913.2,Dismissed,"Oct 19, 2020","Sep 22, 2020","Dec 31, 2020",Bid Protest,Jonathan L. Kang,,
https://www.gao.gov/docket/b-418870.4,"Nelnet Diversified Solutions, LLC",91003119R0008,Department of Education,B-418870.4,Denied,"Oct 19, 2020","Jul 28, 2020","Nov 5, 2020",Bid Protest,Jonathan L. Kang,"B-418870.2,B-418870.3,B-418870.4","https://www.gao.gov/products/b-418870.2,b-418870.3,b-418870.4
Highlights


Nelnet Diversified Solutions, LLC, of Lincoln, Nebraska, challenges the award of contracts by the Department of Education (DOE) to Edfinancial Services LLC, of Knoxville, Tennessee, F.H. Cann & Associates LLC, of North Andover, Massachusetts, MAXIMUS Federal Services Inc., of Falls Church, Virginia, the Missouri Higher Education Loan Authority, of Chesterfield, Missouri, and the Texas Guaranteed Student Loan Corporation, of Round Rock, Texas, under request for proposals (RFP) No. 91003119-R-0008, which was issued for services in support of the Office of Federal Student Aid's (FSA's) Business Process Operations (BPO) requirement. The protester argues that the agency improperly found its proposal unacceptable under the small business participation factor, and that the agency should have amended the solicitation because it knew or should have known prior to the award that its requirements had changed.


        We deny the protest."
https://www.gao.gov/docket/b-419155.1,"ICF Incorporated, LLC",50003,Independent Agencies and Govt Corporations : Office of Personnel Management,B-419155.1,Dismissed,"Oct 19, 2020","Sep 18, 2020","Dec 28, 2020",Bid Protest,Raymond Richards,,
https://www.gao.gov/docket/b-418485.4,"Leidos, Inc.",FDA-RFQ-20-00002,Department of Health and Human Services : Food and Drug Administration,B-418485.4,Withdrawn,"Oct 19, 2020","Jul 23, 2020","Nov 2, 2020",Bid Protest,Michael P. Grogan,,
https://www.gao.gov/docket/b-419191.1,"MicroTechnologies, LLC",N0025320R3000,Department of the Navy : Naval Sea Systems Command,B-419191.1,Dismissed,"Oct 16, 2020","Sep 25, 2020","Jan 4, 2021",Bid Protest,Michael P. Grogan,,
https://www.gao.gov/docket/b-419211.1,Microgenics Corporation,N62645-20-R-0038,Department of the Navy : Naval Supply Systems Command,B-419211.1,Dismissed,"Oct 16, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Todd C. Culliton,,
https://www.gao.gov/docket/b-419223.1,"Corps Medical Supply, LLC",36C25520Q0847,Department of Veterans Affairs,B-419223.1,Dismissed,"Oct 16, 2020","Sep 30, 2020","Jan 8, 2021",Bid Protest,Hannah G. Barnes,,
https://www.gao.gov/docket/b-419236.1,HNM Global Logistics,PANHCA-20-P-0000-012685,Department of the Army,B-419236.1,Withdrawn,"Oct 16, 2020","Oct 2, 2020","Jan 11, 2021",Bid Protest,Michael P. Grogan,,
https://www.gao.gov/docket/b-419198.1,"Shooting Range Industries, LLC",FA460020Q0036,Department of the Air Force,B-419198.1,Dismissed,"Oct 16, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Katherine I. Riback,,
https://www.gao.gov/docket/b-418949.2,"Amaze Technologies, LLC",ID08200019,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418949.2,Denied,"Oct 16, 2020","Jul 27, 2020","Nov 4, 2020",Bid Protest,Mary G. Curcio,"B-418949,B-418949.2,B-418949.3","https://www.gao.gov/products/b-418949,b-418949.2,b-418949.3
Highlights


Amaze Technologies, LLC, a small business joint venture of Fairfax, Virginia, protests the issuance of a task order to Karthik Consulting, LLC, of Reston, Virginia, under request for task order proposals (RTOP) No. ID08200019, issued by the General Services Administration (GSA) for support services for the Air Force's Space and Missile Systems Center. Amaze asserts that GSA unreasonably evaluated its offer under the experience and past performance factors, and treated it disparately in the evaluation. Amaze also complains that the contracting officer improperly changed the rating assigned by the technical evaluation team (TET) to Amaze's proposal under the experience factor without justification.


        We deny the protest."
https://www.gao.gov/docket/b-418949.1,"Amaze Technologies, LLC",ID08200019,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418949.1,Denied,"Oct 16, 2020","Jul 22, 2020","Oct 30, 2020",Bid Protest,Mary G. Curcio,"B-418949,B-418949.2,B-418949.3","https://www.gao.gov/products/b-418949,b-418949.2,b-418949.3
Highlights


Amaze Technologies, LLC, a small business joint venture of Fairfax, Virginia, protests the issuance of a task order to Karthik Consulting, LLC, of Reston, Virginia, under request for task order proposals (RTOP) No. ID08200019, issued by the General Services Administration (GSA) for support services for the Air Force's Space and Missile Systems Center. Amaze asserts that GSA unreasonably evaluated its offer under the experience and past performance factors, and treated it disparately in the evaluation. Amaze also complains that the contracting officer improperly changed the rating assigned by the technical evaluation team (TET) to Amaze's proposal under the experience factor without justification.


        We deny the protest."
https://www.gao.gov/docket/b-419164.1,"RWD Consulting, LLC",HT001420R0001,Department of Defense : Defense Health Agency,B-419164.1,Dismissed,"Oct 16, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-418949.3,"Amaze Technologies, LLC",ID08200019,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418949.3,Denied,"Oct 16, 2020","Aug 31, 2020","Dec 9, 2020",Bid Protest,Mary G. Curcio,"B-418949,B-418949.2,B-418949.3","https://www.gao.gov/products/b-418949,b-418949.2,b-418949.3
Highlights


Amaze Technologies, LLC, a small business joint venture of Fairfax, Virginia, protests the issuance of a task order to Karthik Consulting, LLC, of Reston, Virginia, under request for task order proposals (RTOP) No. ID08200019, issued by the General Services Administration (GSA) for support services for the Air Force's Space and Missile Systems Center. Amaze asserts that GSA unreasonably evaluated its offer under the experience and past performance factors, and treated it disparately in the evaluation. Amaze also complains that the contracting officer improperly changed the rating assigned by the technical evaluation team (TET) to Amaze's proposal under the experience factor without justification.


        We deny the protest."
