docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary
https://www.gao.gov/docket/b-419116.3,"Integration Technologies Group, Inc.",RFQ1400757,Department of the Air Force,B-419116.3,Dismissed,"Dec 22, 2020","Sep 18, 2020","Dec 28, 2020",Bid Protest,Sarah T. Zaffina,B-419116.3
https://www.gao.gov/docket/b-419158.1,"TEP OpCo, LLC",W900KK-20-R-0058,Department of the Army : U.S. Army Materiel Command,B-419158.1,Denied,"Dec 22, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Hannah G. Barnes,B-419158
https://www.gao.gov/docket/b-419173.1,ANDE Corporation,70CMSD20D00000002,Department of Homeland Security : United States Immigration and Customs Enforcement,B-419173.1,Withdrawn,"Dec 22, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-418273.3,"DevTech Systems, Inc.",7200AA19R00062,Independent Agencies and Govt Corporations : United States Agency for International Development,B-418273.3,Sustained,"Dec 22, 2020","Sep 14, 2020","Dec 23, 2020",Bid Protest,Jonathan L. Kang,"B-418273.3,B-418273.4"
https://www.gao.gov/docket/b-417651.2,"HUBZone Support Services JV, LLC",W81K04-19-R-0003,Department of the Army,B-417651.2,Withdrawn,"Dec 22, 2020","Nov 30, 2020","Mar 10, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419240.1,ANDE Corporation,70CMSD20P00000189,Department of Homeland Security : United States Immigration and Customs Enforcement,B-419240.1,Withdrawn,"Dec 22, 2020","Oct 2, 2020","Jan 11, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-418273.4,"DevTech Systems, Inc.",7200AA19R00062,Independent Agencies and Govt Corporations : United States Agency for International Development,B-418273.4,Sustained,"Dec 22, 2020","Oct 2, 2020","Jan 11, 2021",Bid Protest,Jonathan L. Kang,"B-418273.3,B-418273.4"
https://www.gao.gov/docket/b-419393.6,Raytheon Company,HQ0850-20-R-0003,Department of the Air Force,B-419393.6,Dismissed,"Dec 22, 2020","Dec 17, 2020","Mar 29, 2021",Bid Protest,Todd C. Culliton,"B-419393.5,B-419393.6"
https://www.gao.gov/docket/b-418461.8,"NXTGen Solutions Joint Ventures, LLC",36C10B19R0046,Department of Veterans Affairs,B-418461.8,Withdrawn,"Dec 22, 2020","Nov 13, 2020","Feb 22, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-419463.1,ACCUSPEC Packaging Corp.,FA812521Q0005,Department of the Air Force,B-419463.1,Dismissed,"Dec 22, 2020","Dec 9, 2020","Mar 19, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419393.5,Raytheon Company,HQ0850-20-R-0003,Department of the Air Force,B-419393.5,Dismissed,"Dec 22, 2020","Nov 30, 2020","Mar 10, 2021",Bid Protest,Todd C. Culliton,"B-419393.5,B-419393.6"
https://www.gao.gov/docket/b-419210.1,"Booz Allen Hamilton, Inc.",70CDCR20R00000006,Department of Homeland Security : United States Immigration and Customs Enforcement,B-419210.1,Denied,"Dec 22, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Heather Self,"B-419210,B-419210.2"
https://www.gao.gov/docket/b-419210.2,"Booz Allen Hamilton, Inc.",70CDCR20R00000006,Department of Homeland Security : United States Immigration and Customs Enforcement,B-419210.2,Denied,"Dec 22, 2020","Nov 9, 2020","Feb 17, 2021",Bid Protest,Heather Self,"B-419210,B-419210.2"
https://www.gao.gov/docket/b-418427.11,"Lukos-VATC JV III, LLC",W900KK-19-R-0078,Department of the Army : U.S. Army Materiel Command,B-418427.11,Denied,"Dec 22, 2020","Oct 26, 2020","Feb 3, 2021",Bid Protest,Lois Hanshaw,"B-418427.9,B-418427.11"
https://www.gao.gov/docket/b-419437.1,"RiverTech, LLC",FA9401-20-W-3520,Department of the Air Force,B-419437.1,Dismissed,"Dec 22, 2020","Nov 24, 2020","Mar 4, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419141.3,"Amaze Technologies, LLC",FA8622-20-R-8237,Department of the Air Force,B-419141.3,Denied,"Dec 22, 2020","Nov 16, 2020","Feb 24, 2021",Bid Protest,John Sorrenti,"B-419141,B-419141.2,B-419141.3"
https://www.gao.gov/docket/b-418427.9,"Lukos-VATC JV III, LLC",W900KK-19-R-0078,Department of the Army : U.S. Army Materiel Command,B-418427.9,Denied,"Dec 22, 2020","Sep 14, 2020","Dec 23, 2020",Bid Protest,Lois Hanshaw,"B-418427.9,B-418427.11"
https://www.gao.gov/docket/b-419141.1,"Amaze Technologies, LLC",FA8622-20-R-8237,Department of the Air Force,B-419141.1,Denied,"Dec 22, 2020","Sep 15, 2020","Dec 24, 2020",Bid Protest,John Sorrenti,"B-419141,B-419141.2,B-419141.3"
https://www.gao.gov/docket/b-419450.1,"TrueTandem, LLC",2032H5-20-Q-00021,Department of the Treasury : Internal Revenue Service,B-419450.1,Dismissed,"Dec 21, 2020","Nov 30, 2020","Mar 10, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-419446.1,Roche Diagnostics Corporation,36C24620Q0347,Department of Veterans Affairs,B-419446.1,Dismissed,"Dec 21, 2020","Nov 30, 2020","Mar 10, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419450.2,"TrueTandem, LLC",2032H5-20-Q-00021,Department of the Treasury : Internal Revenue Service,B-419450.2,Dismissed,"Dec 21, 2020","Dec 8, 2020","Mar 18, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-419421.1,"Primary Care Solutions, Inc.",VA260-17-R-0141,Department of Veterans Affairs,B-419421.1,Withdrawn,"Dec 21, 2020","Nov 16, 2020","Feb 24, 2021",Bid Protest,Raymond Richards,
https://www.gao.gov/docket/b-419458.1,"Immersive Concepts, LLC",832016207,Department of Defense : Defense Information Systems Agency,B-419458.1,Dismissed,"Dec 21, 2020","Dec 4, 2020","Mar 15, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-419176.2,"MidAmerica Fab and Machine, LLC",SPE5E920P2880,Department of Defense : Defense Logistics Agency,B-419176.2,Dismissed,"Dec 21, 2020","Dec 17, 2020","Mar 29, 2021",Bid Protest: Entitlement,Christine Milne,
https://www.gao.gov/docket/b-418427.6,"Oak Grove Technologies, LLC",W900KK-19-R-0078,Department of the Army : U.S. Army Materiel Command,B-418427.6,Denied,"Dec 18, 2020","Sep 9, 2020","Dec 18, 2020",Bid Protest,Lois Hanshaw,"B-418427.6,B-418427.10"
https://www.gao.gov/docket/b-418427.10,"Oak Grove Technologies, LLC",W900KK-19-R-0078,Department of the Army : U.S. Army Materiel Command,B-418427.10,Denied,"Dec 18, 2020","Oct 19, 2020","Jan 27, 2021",Bid Protest,Lois Hanshaw,"B-418427.6,B-418427.10"
https://www.gao.gov/docket/b-419363.3,Airtronics Inc.,SPE4A620T63Z3,Department of Defense : Defense Logistics Agency,B-419363.3,Dismissed,"Dec 18, 2020","Nov 10, 2020","Feb 18, 2021",Bid Protest: Reconsideration,Emily R. O'Hara,
https://www.gao.gov/docket/b-418837.4,"Bowhead Programs Management & Operations, LLC",N00178-19-R-3503,Department of the Navy : Naval Sea Systems Command,B-418837.4,Dismissed,"Dec 18, 2020","Sep 11, 2020","Dec 21, 2020",Bid Protest: Entitlement,Kenneth Kilgour,
https://www.gao.gov/docket/b-419116.2,"Coast to Coast Computer Products, Inc.",1400757,Department of the Air Force,B-419116.2,Denied,"Dec 18, 2020","Sep 14, 2020","Dec 23, 2020",Bid Protest,Sarah T. Zaffina,"B-419116,B-419116.2"
https://www.gao.gov/docket/b-419116.1,"Coast to Coast Computer Products, Inc.",1400757,Department of the Air Force,B-419116.1,Denied,"Dec 18, 2020","Sep 11, 2020","Dec 21, 2020",Bid Protest,Sarah T. Zaffina,"B-419116,B-419116.2"
https://www.gao.gov/docket/b-419009.2,"Innovative Quality Solutions, LLC",6913G620Q300058,Department of Transportation,B-419009.2,Denied,"Dec 17, 2020","Sep 11, 2020","Dec 21, 2020",Bid Protest,John Sorrenti,B-419009.2
https://www.gao.gov/docket/b-418078.6,"Triple Canopy, Inc.",GS00Q-13-DR-0001-P1P3P4,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418078.6,Dismissed,"Dec 17, 2020","Dec 14, 2020","Mar 24, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-419449.1,"Global Dynamics, LLC",36C24520Q0699,Department of Veterans Affairs,B-419449.1,Withdrawn,"Dec 17, 2020","Nov 30, 2020","Mar 10, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-418078.5,"Triple Canopy, Inc.",GS00Q-13-DR-0001-P1P3P4,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418078.5,Dismissed,"Dec 17, 2020","Nov 2, 2020","Feb 10, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-419177.1,"Octo Metric, LLC",832015480,Department of Defense : Defense Information Systems Agency,B-419177.1,Denied,"Dec 17, 2020","Sep 22, 2020","Dec 31, 2020",Bid Protest,Michael Willems,B-419177
https://www.gao.gov/docket/b-419163.1,"BH, Inc. dba Britz & Company",NIMH-20-001641,Department of Health and Human Services,B-419163.1,Denied,"Dec 17, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Christine Milne,B-419163
https://www.gao.gov/docket/b-419108.1,"Apogee Engineering, LLC",W91260-20-R-5002,Department of the Army : U.S. Army Materiel Command,B-419108.1,Denied,"Dec 16, 2020","Sep 8, 2020","Dec 17, 2020",Bid Protest,Glenn G. Wolcott,"B-419108,B-419108.2"
https://www.gao.gov/docket/b-419100.1,"DynCorp International, LLC",W56HZV-18-R-0040,Department of the Army : U.S. Army Materiel Command,B-419100.1,Denied,"Dec 16, 2020","Sep 8, 2020","Dec 17, 2020",Bid Protest,Christopher Alwood,"B-419100,B-419100.2"
https://www.gao.gov/docket/b-419100.2,"DynCorp International, LLC",W56HZV-18-R-0040,Department of the Army : U.S. Army Materiel Command,B-419100.2,Denied,"Dec 16, 2020","Oct 19, 2020","Jan 27, 2021",Bid Protest,Christopher Alwood,"B-419100,B-419100.2"
https://www.gao.gov/docket/b-419300.1,"PDS Consultants, Inc.",36C24820R0087,Department of Veterans Affairs,B-419300.1,Dismissed,"Dec 16, 2020","Oct 9, 2020","Jan 19, 2021",Bid Protest,Heather Weiner,B-419300
https://www.gao.gov/docket/b-418788.3,Rocky Mountain Mobile Medical,FA2517-20-Q-0017,Department of the Air Force,B-418788.3,Denied,"Dec 16, 2020","Sep 30, 2020","Jan 8, 2021",Bid Protest,Evan D. Wesser,"B-418788.2,B-418788.3,B-418788.4"
https://www.gao.gov/docket/b-419432.2,"MidAmerica Fab and Machine, LLC",SPE5E721P0454,Department of Defense : Defense Logistics Agency,B-419432.2,Dismissed,"Dec 16, 2020","Dec 15, 2020","Mar 25, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-419108.2,"Apogee Engineering, LLC",W91260-20-R-5002,Department of the Army : U.S. Army Materiel Command,B-419108.2,Denied,"Dec 16, 2020","Oct 19, 2020","Jan 27, 2021",Bid Protest,Glenn G. Wolcott,"B-419108,B-419108.2"
https://www.gao.gov/docket/b-418998.3,"Summit Technologies, Inc.",W91249-20-R-0002,Department of the Army,B-418998.3,Dismissed,"Dec 16, 2020","Nov 25, 2020","Mar 5, 2021",Bid Protest: Entitlement,Charmaine Stevenson,
https://www.gao.gov/docket/b-419432.1,"MidAmerica Fab and Machine, LLC",SPE5E721P0454,Department of Defense : Defense Logistics Agency,B-419432.1,Dismissed,"Dec 16, 2020","Nov 23, 2020","Mar 3, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-418788.2,Rocky Mountain Mobile Medical,FA2517-20-Q-0017,Department of the Air Force,B-418788.2,Denied,"Dec 16, 2020","Sep 24, 2020","Jan 4, 2021",Bid Protest,Evan D. Wesser,"B-418788.2,B-418788.3,B-418788.4"
https://www.gao.gov/docket/b-418788.4,Rocky Mountain Mobile Medical,FA2517-20-Q-0017,Department of the Air Force,B-418788.4,Denied,"Dec 16, 2020","Nov 5, 2020","Feb 16, 2021",Bid Protest,Evan D. Wesser,"B-418788.2,B-418788.3,B-418788.4"
https://www.gao.gov/docket/b-419111.1,Master Pavement Line Corp.,693C73-20-B-000024,Department of Transportation : Federal Highway Administration,B-419111.1,Sustained,"Dec 16, 2020","Sep 8, 2020","Dec 17, 2020",Bid Protest,Paula A. Williams,B-419111
https://www.gao.gov/docket/b-419152.1,"Practical Solutions, Inc.",60RRBH20R0018,Independent Agencies and Govt Corporations : Railroad Retirement Board,B-419152.1,Denied,"Dec 16, 2020","Sep 18, 2020","Dec 28, 2020",Bid Protest,Katherine I. Riback,B-419152
https://www.gao.gov/docket/b-419113.1,"AeroSage, LLC",SPE60520R0228,Department of Defense : Defense Logistics Agency,B-419113.1,Dismissed,"Dec 15, 2020","Sep 9, 2020","Dec 18, 2020",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419440.1,"Mountainside Medical Equipment, Inc.",36C24220Q0592,Department of Veterans Affairs,B-419440.1,Dismissed,"Dec 15, 2020","Nov 25, 2020","Mar 5, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419311.1,"One Community Auto, LLC",W911s720q0024,Department of the Army,B-419311.1,Dismissed,"Dec 15, 2020","Oct 9, 2020","Jan 19, 2021",Bid Protest,Hannah G. Barnes,B-419311
https://www.gao.gov/docket/b-419451.1,Spanish Solutions Language Services,W912QM-21-Q-0001,Department of the Army,B-419451.1,Dismissed,"Dec 15, 2020","Nov 30, 2020","Mar 10, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419413.1,TekSynap Corporation,140E0120Q0018,Department of the Interior : Bureau of Safety and Environmental Enforcement,B-419413.1,Withdrawn,"Dec 15, 2020","Nov 9, 2020","Feb 17, 2021",Bid Protest,April Y. Shields,
https://www.gao.gov/docket/b-419425.1,Novex Enterprises,SPE7LX21D0037,Department of Defense : Defense Logistics Agency,B-419425.1,Dismissed,"Dec 15, 2020","Nov 18, 2020","Feb 26, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419113.5,"AeroSage, LLC",SPE60520R0228,Department of Defense : Defense Logistics Agency,B-419113.5,Dismissed,"Dec 15, 2020","Oct 6, 2020","Jan 14, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419113.4,"AeroSage, LLC",SPE60520R0228,Department of Defense : Defense Logistics Agency,B-419113.4,Dismissed,"Dec 15, 2020","Sep 25, 2020","Jan 4, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419113.2,"AeroSage, LLC",SPE60520R0228,Department of Defense : Defense Logistics Agency,B-419113.2,Dismissed,"Dec 15, 2020","Sep 11, 2020","Dec 21, 2020",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419113.3,"AeroSage, LLC",SPE60520R0228,Department of Defense : Defense Logistics Agency,B-419113.3,Dismissed,"Dec 15, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-418660.2,"Ripple Effect Communications, Inc.",W81XWH-19-R-0098,Department of the Army,B-418660.2,Denied,"Dec 14, 2020","Sep 8, 2020","Dec 17, 2020",Bid Protest,Paul N. Wengert,B-418660.2
https://www.gao.gov/docket/b-419426.1,Gracon LLC,W912BV20R0063,Department of the Army : Corps of Engineers,B-419426.1,Dismissed,"Dec 14, 2020","Nov 19, 2020","Mar 1, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419453.1,"RANA Technologies, LLC",PR-9223088,Department of State,B-419453.1,Dismissed,"Dec 14, 2020","Dec 2, 2020","Mar 12, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-417500.15,"CDW Government, LLC",47QTCA-19-Q-0009,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-417500.15,Withdrawn,"Dec 14, 2020","Dec 4, 2020","Mar 15, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-417909.3,"World Wide Technology, Inc.",HC1084-18-r-0001,Department of Defense : Defense Information Systems Agency,B-417909.3,Denied,"Dec 14, 2020","Oct 30, 2020","Feb 8, 2021",Bid Protest,Charmaine Stevenson,"B-417909.2,B-417909.3"
https://www.gao.gov/docket/b-419190.2,"Gartner, Inc.",PANMCC-20-P-0000-009326,Department of the Army,B-419190.2,Denied,"Dec 14, 2020","Nov 5, 2020","Feb 16, 2021",Bid Protest,Todd C. Culliton,"B-419190,B-419190.2"
https://www.gao.gov/docket/b-419429.1,"MainNerve Federal Services, Inc.",W9124D20R0009,Department of the Army,B-419429.1,Withdrawn,"Dec 14, 2020","Nov 20, 2020","Mar 1, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419190.1,"Gartner, Inc.",PANMCC-20-P-0000-009326,Department of the Army,B-419190.1,Denied,"Dec 14, 2020","Sep 25, 2020","Jan 4, 2021",Bid Protest,Todd C. Culliton,"B-419190,B-419190.2"
https://www.gao.gov/docket/b-417909.2,"World Wide Technology, Inc.",HC1084-18-r-0001,Department of Defense : Defense Information Systems Agency,B-417909.2,Denied,"Dec 14, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Charmaine Stevenson,"B-417909.2,B-417909.3"
https://www.gao.gov/docket/b-418427.7,Barbaricum LLC,W900KK-19-R-0078,Department of the Army : U.S. Army Materiel Command,B-418427.7,Denied,"Dec 11, 2020","Sep 9, 2020","Dec 18, 2020",Bid Protest,Lois Hanshaw,B-418427.7
https://www.gao.gov/docket/b-419314.1,"Genesis Design and Development, LLC.",951700-20-R-0012,Independent Agencies and Govt Corporations : U.S. Agency for Global Media,B-419314.1,Dismissed,"Dec 11, 2020","Oct 13, 2020","Jan 21, 2021",Bid Protest,Kenneth Kilgour,
https://www.gao.gov/docket/b-419377.1,"Priority 5 Holdings, Inc.",unknown,Department of Homeland Security : Federal Emergency Management Agency,B-419377.1,Dismissed,"Dec 11, 2020","Oct 23, 2020","Feb 1, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-419454.1,JBailly LLC,M2000121Q0003,Department of Defense : United States Marine Corps,B-419454.1,Dismissed,"Dec 11, 2020","Dec 3, 2020","Mar 15, 2021",Bid Protest,Kenneth Kilgour,
https://www.gao.gov/docket/b-419093.1,"TriStar Aerospace, Inc.",N00421-20-R-0094,Department of the Navy : Naval Air Systems Command,B-419093.1,Denied,"Dec 11, 2020","Sep 4, 2020","Dec 14, 2020",Bid Protest,Kenneth Kilgour,B-419093
https://www.gao.gov/docket/b-419151.1,"Strategic Resources, Inc.",47QFCA20R0006,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419151.1,Denied,"Dec 11, 2020","Sep 18, 2020","Dec 28, 2020",Bid Protest,Todd C. Culliton,B-419151
https://www.gao.gov/docket/b-419107.1,"LinTech Global, Inc.",N0018920R0023,Department of the Navy : Naval Supply Systems Command,B-419107.1,Denied,"Dec 10, 2020","Sep 8, 2020","Dec 17, 2020",Bid Protest,Young H. Cho,B-419107
https://www.gao.gov/docket/b-419416.1,"Potomac River Group, LLC.",RFQ1427334,Department of the Air Force,B-419416.1,Dismissed,"Dec 10, 2020","Nov 9, 2020","Feb 17, 2021",Bid Protest,Stephanie B. Magnell,
https://www.gao.gov/docket/b-418089.3,"Draeger, Inc.",36C25919Q0613,Department of Veterans Affairs,B-418089.3,Denied,"Dec 10, 2020","Oct 29, 2020","Feb 8, 2021",Bid Protest,April Y. Shields,"B-418089.2,B-418089.3"
https://www.gao.gov/docket/b-418089.2,"Draeger, Inc.",36C25919Q0613,Department of Veterans Affairs,B-418089.2,Denied,"Dec 10, 2020","Sep 18, 2020","Dec 28, 2020",Bid Protest,April Y. Shields,"B-418089.2,B-418089.3"
https://www.gao.gov/docket/b-419140.1,"CareandWear II, LLC",SPE1C1-20-R-0138,Department of Defense : Defense Logistics Agency,B-419140.1,Denied,"Dec 9, 2020","Sep 15, 2020","Dec 24, 2020",Bid Protest,Raymond Richards,"B-419140,B-419140.2"
https://www.gao.gov/docket/b-419448.1,Aspetto Inc.,15A00021R00000007,"Department of Justice : Bureau of Alcohol, Tobacco, Firearms and Explosives",B-419448.1,Dismissed,"Dec 9, 2020","Nov 30, 2020","Mar 10, 2021",Bid Protest,Kenneth Kilgour,
https://www.gao.gov/docket/b-419140.2,"CareandWear II, LLC",SPE1C1-20-R-0138,Department of Defense : Defense Logistics Agency,B-419140.2,Denied,"Dec 9, 2020","Oct 20, 2020","Jan 28, 2021",Bid Protest,Raymond Richards,"B-419140,B-419140.2"
https://www.gao.gov/docket/b-418461.12,"Forward Federal Systems, LLC",36C10B19R0046,Department of Veterans Affairs,B-418461.12,Withdrawn,"Dec 9, 2020","Nov 16, 2020","Feb 24, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-418123.4,"INTELiTEAMS, Inc.",DJF-19-0010-PR-0001277,Department of Justice : Federal Bureau of Investigation,B-418123.4,Denied,"Dec 9, 2020","Sep 14, 2020","Dec 23, 2020",Bid Protest,Heather Self,B-418123.4
https://www.gao.gov/docket/b-419162.1,Shore Herman JV,N6247319R2436,Department of the Navy : Naval Facilities Engineering Command,B-419162.1,Dismissed,"Dec 9, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-419405.1,"Falcon Specialized Industrial Services, LLC",W912ER-20-R-0015,Department of the Army : Corps of Engineers,B-419405.1,Dismissed,"Dec 8, 2020","Nov 3, 2020","Feb 11, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-419405.2,"Falcon Specialized Industrial Services, LLC",W912ER-20-R-0015,Department of the Army : Corps of Engineers,B-419405.2,Dismissed,"Dec 8, 2020","Nov 12, 2020","Feb 22, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-419392.1,"AGB Investigative Services, Inc.",70CMSD20Q00000017,Department of Homeland Security : United States Immigration and Customs Enforcement,B-419392.1,Dismissed,"Dec 8, 2020","Oct 28, 2020","Feb 5, 2021",Bid Protest,Emily R. O'Hara,
https://www.gao.gov/docket/b-419435.2,"Dynamic Services Solutions, LLC",75N98019R00016,Department of Health and Human Services : National Institutes of Health,B-419435.2,Dismissed,"Dec 8, 2020","Nov 30, 2020","Mar 10, 2021",Bid Protest,Raymond Richards,
https://www.gao.gov/docket/b-419227.1,VariQ Corporation,70RCSA20Q00000101,Department of Homeland Security,B-419227.1,Dismissed,"Dec 8, 2020","Sep 30, 2020","Jan 8, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-419230.1,"ProSource Consulting, LLC",47PC0220R0024,Independent Agencies and Govt Corporations : General Services Administration,B-419230.1,Dismissed,"Dec 8, 2020","Oct 1, 2020","Jan 11, 2021",Bid Protest,Kenneth Kilgour,
https://www.gao.gov/docket/b-419405.3,"Falcon Specialized Industrial Services, LLC",W912ER-20-R-0015,Department of the Army : Corps of Engineers,B-419405.3,Dismissed,"Dec 8, 2020","Nov 12, 2020","Feb 22, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-419227.2,VariQ Corporation,70RCSA20Q00000101,Department of Homeland Security,B-419227.2,Dismissed,"Dec 8, 2020","Nov 9, 2020","Feb 17, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-419435.1,Heartland Consulting,75N98019R00016,Department of Health and Human Services : National Institutes of Health,B-419435.1,Dismissed,"Dec 8, 2020","Nov 24, 2020","Mar 4, 2021",Bid Protest,Charmaine Stevenson,
https://www.gao.gov/docket/b-419150.1,"A.E.S. UXO, LLC",W911SA-21-Q-3008,Department of the Army,B-419150.1,Sustained,"Dec 7, 2020","Sep 18, 2020","Dec 28, 2020",Bid Protest,Scott H. Riback,B-419150
https://www.gao.gov/docket/b-417905.2,"W-T, Joint Venture",W912HN19R3000,Department of the Army : Corps of Engineers,B-417905.2,Denied,"Dec 7, 2020","Sep 3, 2020","Dec 14, 2020",Bid Protest,Young H. Cho,B-417905.2
https://www.gao.gov/docket/b-419297.1,"ThunderCat Technology, LLC",36C10B20Q0552,Department of Veterans Affairs,B-419297.1,Withdrawn,"Dec 7, 2020","Oct 9, 2020","Jan 19, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419375.1,"Triple Point Security, Inc.",75N95020R00009,Department of Health and Human Services : National Institutes of Health,B-419375.1,Dismissed,"Dec 7, 2020","Oct 23, 2020","Feb 1, 2021",Bid Protest,Christopher An,
https://www.gao.gov/docket/b-419400.1,"Patriot Defense Group, LLC",H9240020R0007,Department of Defense : U.S. Special Operations Command,B-419400.1,Dismissed,"Dec 7, 2020","Nov 2, 2020","Feb 10, 2021",Bid Protest,Michael Willems,
https://www.gao.gov/docket/b-419212.1,"Optimize Consulting, Inc.",SP4703-20-R-0002,Department of Defense : Defense Logistics Agency,B-419212.1,Dismissed,"Dec 7, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419297.2,"ThunderCat Technology, LLC",36C10B20Q0552,Department of Veterans Affairs,B-419297.2,Withdrawn,"Dec 7, 2020","Nov 19, 2020","Mar 1, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419387.1,J&J Worldwide Services,W9127S-20-R-6038,Department of the Army : Corps of Engineers,B-419387.1,Withdrawn,"Dec 7, 2020","Oct 26, 2020","Feb 3, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-414506.6,"Veterans Choice Medical Equipment, LLC",VA25917R0100,Department of Veterans Affairs,B-414506.6,Dismissed,"Dec 7, 2020","Oct 13, 2020","Jan 21, 2021",Bid Protest,Sarah T. Zaffina,
https://www.gao.gov/docket/b-419412.1,AvantGarde LLC,N6449820Q0166,Department of the Navy : Naval Sea Systems Command,B-419412.1,Dismissed,"Dec 7, 2020","Nov 9, 2020","Feb 17, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419412.2,AvantGarde LLC,N6449820Q0166,Department of the Navy : Naval Sea Systems Command,B-419412.2,Dismissed,"Dec 7, 2020","Nov 23, 2020","Mar 3, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-414506.7,"Veterans Choice Medical Equipment, LLC",VA25917R0100,Department of Veterans Affairs,B-414506.7,Dismissed,"Dec 7, 2020","Nov 23, 2020","Mar 3, 2021",Bid Protest,Sarah T. Zaffina,
https://www.gao.gov/docket/b-419394.1,"Environmental Restoration, LLC",W912P920R0002,Department of the Army : Corps of Engineers,B-419394.1,Dismissed,"Dec 4, 2020","Oct 28, 2020","Feb 5, 2021",Bid Protest,Christopher An,
https://www.gao.gov/docket/b-418673.5,"The Severson Group, LLC",N0060420Q4005,Department of the Navy : Naval Supply Systems Command,B-418673.5,Denied,"Dec 4, 2020","Oct 1, 2020","Jan 11, 2021",Bid Protest,Mary G. Curcio,B-418673.5
https://www.gao.gov/docket/b-419052.1,"Adams Communication & Engineering Technology, Inc.",RS3-19-0005,Department of the Army : U.S. Army Materiel Command,B-419052.1,Denied,"Dec 3, 2020","Aug 25, 2020","Dec 3, 2020",Bid Protest,Paula A. Williams,"B-419052,B-419052.2,B-419052.3"
https://www.gao.gov/docket/b-419052.3,"Adams Communication & Engineering Technology, Inc.",RS3-19-0005,Department of the Army : U.S. Army Materiel Command,B-419052.3,Denied,"Dec 3, 2020","Oct 19, 2020","Jan 27, 2021",Bid Protest,Paula A. Williams,"B-419052,B-419052.2,B-419052.3"
